iter	Logloss
222	0.3842605647
223	0.3840380824
224	0.3835054709
225	0.3832069051
226	0.3830768838
227	0.3828832866
228	0.3827159759
229	0.3825376292
230	0.382355189
231	0.3820898621
232	0.3817396798
233	0.3812461417
234	0.3811193156
235	0.380801688
236	0.3806495935
237	0.3804812491
238	0.3803343859
239	0.3800647914
240	0.3798830045
241	0.3796833211
242	0.3794704645
243	0.3792619341
244	0.3787828957
245	0.3785473378
246	0.3782748266
247	0.3781220031
248	0.377871007
249	0.3774506254
250	0.3766937181
251	0.3759220883
252	0.3757655087
253	0.3754470447
254	0.3745411843
255	0.3742449153
256	0.3738830524
257	0.3737738777
258	0.3727127038
259	0.372586839
260	0.3724065893
261	0.3722982814
262	0.3711949929
263	0.3708950579
264	0.3706729978
265	0.3700595518
266	0.3696446582
267	0.3693643938
268	0.3688283273
269	0.3686421222
270	0.3684541218
271	0.3681819109
272	0.3679536701
273	0.3678643477
274	0.3676230325
275	0.3670985652
276	0.3666896028
277	0.3664175858
278	0.3655457012
279	0.3647794425
280	0.3645423175
281	0.3643877666
282	0.3642708379
283	0.3635815946
284	0.3630284651
285	0.3627360348
286	0.362238319
287	0.3618345167
288	0.361329372
289	0.3608066506
290	0.3599818795
291	0.359736434
292	0.3592284279
293	0.3589279927
294	0.3585596053
295	0.3583607447
296	0.3581752775
297	0.3576672839
298	0.3574982284
299	0.3570869566
300	0.3563081058
301	0.3558321829
302	0.3551020399
303	0.3546477825
304	0.3544302945
305	0.3540227521
306	0.3533307431
307	0.3532063922
308	0.3526445136
309	0.3521557933
310	0.351649913
311	0.3514580188
312	0.3512197579
313	0.3511173952
314	0.3506637341
315	0.350515207
316	0.3504157338
317	0.3499205347
318	0.3495227156
319	0.3493375672
320	0.3489748401
321	0.3486228913
322	0.3483998537
323	0.3482035424
324	0.3479127937
325	0.3478028117
326	0.3475773778
327	0.3474924218
328	0.3473905495
329	0.3469694107
330	0.3467910395
331	0.3466182444
332	0.3459762004
333	0.3457512828
334	0.3455235024
335	0.3449933103
336	0.3448564057
337	0.3446597084
338	0.3442182063
339	0.3437600533
340	0.3432929308
341	0.3432009657
342	0.3431013502
343	0.3429871115
344	0.3428408379
345	0.3427436367
346	0.3423712087
347	0.3421272625
348	0.3420313586
349	0.3418073943
350	0.3415770977
351	0.3413971685
352	0.3413183331
353	0.3411134381
354	0.3409451835
355	0.3407825254
356	0.3404943047
357	0.3403546722
358	0.340254544
359	0.3397086802
360	0.3396402529
361	0.339448955
362	0.3392797844
363	0.3391330135
364	0.3390816826
365	0.3389346703
366	0.3387401396
367	0.3386417654
368	0.338493941
369	0.3383761769
370	0.3383071762
371	0.338140572
372	0.3378717117
373	0.3377830881
374	0.3377273998
375	0.3374498664
376	0.3373551073
377	0.337187813
378	0.3370541366
379	0.3368938884
380	0.3366724372
381	0.3365762025
382	0.3361123851
383	0.3359039293
384	0.3357639076
385	0.3355183455
386	0.3354150138
387	0.3351484242
388	0.3350731799
389	0.3348249502
390	0.3346931458
391	0.3344701067
392	0.3340482625
393	0.3339146143
394	0.333765573
395	0.3335787647
396	0.3333050616
397	0.3331630301
398	0.3330570864
399	0.3328773024
400	0.332536105
401	0.3324317117
402	0.3322086715
403	0.3319199299
404	0.3318163669
405	0.3315587027
406	0.3313850652
407	0.331193417
408	0.3310664973
409	0.3309401846
410	0.330819097
411	0.3307088309
412	0.3306061656
413	0.330443072
414	0.3302767307
415	0.3301904931
416	0.3300562304
417	0.3299950144
418	0.3298871784
419	0.3297836644
420	0.3296459004
421	0.3294259233
422	0.3292567421
423	0.3291823816
424	0.3290161642
425	0.3288294774
426	0.3287457732
427	0.3286582182
428	0.3284389469
429	0.3283161499
430	0.3281131812
431	0.3279843501
432	0.3278404382
433	0.3276459818
434	0.3274747113
435	0.3273914128
436	0.3272315845
437	0.3271019979
438	0.3270186948
439	0.3269175564
440	0.3267833438
441	0.3267281145
442	0.3266016169
443	0.3264429912
444	0.3262274223
445	0.3258891924
446	0.3257371682
447	0.3256074671
448	0.3254797239
449	0.3253551704
450	0.325213801
451	0.3251121989
452	0.3249858448
453	0.3248159629
454	0.3247038809
455	0.324622267
456	0.3244671077
457	0.3243499941
458	0.324288524
459	0.3241659162
460	0.3241017842
461	0.3239632754
462	0.3238511159
463	0.3237633224
464	0.3237032231
465	0.3236355582
466	0.3235029184
467	0.3234157775
468	0.3232759092
469	0.3231748452
470	0.3230562524
471	0.3229643489
472	0.3228256141
473	0.3226788419
474	0.322631389
475	0.3225313739
476	0.3224098193
477	0.3222359599
478	0.3221220327
479	0.3220180899
480	0.3218863481
481	0.3217888027
482	0.3216602534
483	0.3215610228
484	0.3214824118
485	0.32135189
486	0.3212535066
487	0.3211552431
488	0.3210399707
489	0.3209340338
490	0.3208341
491	0.3207701341
492	0.3206912071
493	0.3205610906
494	0.3204287256
495	0.3203705891
496	0.3202229591
497	0.3201364612
498	0.3199668231
499	0.3198844447
500	0.3197811736
501	0.3196916661
502	0.3196156202
503	0.3194081887
504	0.319306808
505	0.319145024
506	0.3190580249
507	0.3189676094
508	0.318832974
509	0.3187261342
510	0.3185792671
511	0.318453579
512	0.318367342
513	0.3182992372
514	0.3182579665
515	0.318148579
516	0.3179017389
517	0.3177772328
518	0.3176595151
519	0.3175337902
520	0.3174645711
521	0.3173259414
522	0.317259365
523	0.3171775403
524	0.3170921553
525	0.3168634125
526	0.3168076353
527	0.3167140514
528	0.3166134273
529	0.316540103
530	0.3164486844
531	0.31635399
532	0.3162564017
533	0.3161649182
534	0.3160358289
535	0.3158533304
536	0.3157785295
537	0.315727583
538	0.3156633926
539	0.3156282981
540	0.3155201941
541	0.3154697662
542	0.3154207549
543	0.3153306003
544	0.3152392173
545	0.3151559544
546	0.315090666
547	0.3149836518
548	0.3148833922
549	0.3147508794
550	0.3146613439
551	0.3145146594
552	0.3144396102
553	0.3143416347
554	0.3142567212
555	0.3141702239
556	0.3140810923
557	0.3139687943
558	0.313875821
559	0.313771138
560	0.3136899184
561	0.3136095757
562	0.3135170384
563	0.3134224389
564	0.3133116484
565	0.3132052057
566	0.3131509994
567	0.3130784925
568	0.3129744665
569	0.3128760771
570	0.3128176918
571	0.3127790093
572	0.312717437
573	0.3125757029
574	0.3124646751
575	0.3123377455
576	0.312281976
577	0.3122011318
578	0.3120202425
579	0.3119503972
580	0.3117653013
581	0.3116482107
582	0.3115896781
583	0.3114837411
584	0.3113884766
585	0.3113314879
586	0.3112535573
587	0.3111971746
588	0.3110326571
589	0.3109690868
590	0.3108959682
591	0.3108200761
592	0.3107489275
593	0.3106598384
594	0.3106059435
595	0.3105326667
596	0.3104748967
597	0.310420211
598	0.3102780792
599	0.3101772708
600	0.3100909275
601	0.3100483085
602	0.3099429265
603	0.3097944295
604	0.3097034998
605	0.3095946334
606	0.3095258698
607	0.3094230044
608	0.309375079
609	0.3093227999
610	0.3091833037
611	0.3091116907
612	0.3090361246
613	0.308946036
614	0.3088324857
615	0.3087455143
616	0.3086896312
617	0.3086087473
618	0.3084994997
619	0.3084650066
620	0.3083587691
621	0.3082501797
622	0.3081946954
623	0.3081232195
624	0.3080091982
625	0.3079498573
626	0.3078742487
627	0.3078071151
628	0.3077663304
629	0.3076703672
630	0.3075768817
631	0.3075273083
632	0.3074478075
633	0.3073838472
634	0.3073203962
635	0.3072543128
636	0.3071447482
637	0.3070919099
638	0.3069968861
639	0.3069131213
640	0.3068070931
641	0.3067190636
642	0.3066319475
643	0.3065917017
644	0.3065133205
645	0.3064127714
646	0.3063315279
647	0.3063064642
648	0.3062368595
649	0.3060899575
650	0.30600605
651	0.3059307158
652	0.3058755527
653	0.3057284243
654	0.3056725881
655	0.3055640644
656	0.3054874035
657	0.3054178813
658	0.3052986836
659	0.3052304017
660	0.3051509322
661	0.305096788
662	0.3050195161
663	0.3049302683
664	0.3048411415
665	0.3047216306
666	0.3046441287
667	0.3045536192
668	0.3045050399
669	0.3044029803
670	0.3043109845
671	0.3041998292
672	0.3041449977
673	0.3040422263
674	0.3039495175
675	0.3038686431
676	0.303807208
677	0.3037124984
678	0.3036140889
679	0.3035201365
680	0.3034907424
681	0.3034199464
682	0.3033642167
683	0.3033049552
684	0.303232135
685	0.3031846525
686	0.3031105443
687	0.3030135739
688	0.3029327862
689	0.3028514743
690	0.302721914
691	0.302674085
692	0.3026282585
693	0.3025630372
694	0.3024831921
695	0.3024038796
696	0.3022625754
697	0.3021372184
698	0.3020636899
699	0.3019793472
700	0.3018924681
701	0.3018180921
702	0.3017772609
703	0.3017513312
704	0.3016859277
705	0.3016356787
706	0.3015500555
707	0.3014640327
708	0.3013953194
709	0.3013104842
710	0.3012199616
711	0.3011332848
712	0.3010368703
713	0.3009760974
714	0.3008915162
715	0.3008388566
716	0.3007649211
717	0.3006892901
718	0.3006188104
719	0.3005563536
720	0.3004820388
721	0.3004051892
722	0.3002907573
723	0.3001735605
724	0.3000975149
725	0.3000105344
726	0.2999298185
727	0.2998550448
728	0.2997942892
729	0.2997346911
730	0.2997033493
731	0.2996115722
732	0.2995163664
733	0.299432717
734	0.299352821
735	0.2993127641
736	0.2992607564
737	0.2992098807
738	0.2991413919
739	0.2990660362
740	0.2989883382
741	0.2988849056
742	0.2988333687
743	0.2987722301
744	0.2986885907
745	0.2986028258
746	0.2985401744
747	0.2984663563
748	0.2983753736
749	0.2982702671
750	0.2981899254
751	0.2981491522
752	0.2980970105
753	0.2980262277
754	0.2979552245
755	0.2979114698
756	0.2978061634
757	0.2977506656
758	0.297675286
759	0.2974922038
760	0.2974145224
761	0.2973259472
762	0.2972383134
763	0.2971347921
764	0.2970558014
765	0.2969870544
766	0.2969266217
767	0.2968779194
768	0.2967774798
769	0.2967134628
770	0.296660079
771	0.2965596942
772	0.2965144961
773	0.2964537115
774	0.2963808018
775	0.2962995937
776	0.2962273166
777	0.2961456629
778	0.296079888
779	0.2959847613
780	0.2959446489
781	0.2958467115
782	0.2957834869
783	0.2956952911
784	0.2956165232
785	0.2955729176
786	0.2953795616
787	0.2952974097
788	0.295219566
789	0.295131559
790	0.2950610182
791	0.29497767
792	0.2949031927
793	0.2948440232
794	0.2947692564
795	0.2946919173
796	0.2946333275
797	0.294592966
798	0.2945466406
799	0.2945314016
800	0.2944678613
801	0.2943707827
802	0.2943082138
803	0.2942626721
804	0.2941989912
805	0.294124592
806	0.2940409529
807	0.2939962242
808	0.2939500588
809	0.293871899
810	0.2937669061
811	0.2936825048
812	0.2936149154
813	0.2935621347
814	0.2934741291
815	0.2933881195
816	0.2933321609
817	0.293278594
818	0.2931895071
819	0.2931276871
820	0.2929633197
821	0.2929027428
822	0.2928136006
823	0.2927264822
824	0.2926657218
825	0.292614369
826	0.2925347464
827	0.2924851003
828	0.2924371152
829	0.292372225
830	0.2922675356
831	0.2922080339
832	0.2921293922
833	0.2920702708
834	0.2919981632
835	0.2919330674
836	0.2918899403
837	0.2918542767
838	0.2917964633
839	0.2917447927
840	0.291690729
841	0.2916430584
842	0.2915522638
843	0.2914905269
844	0.2914485796
845	0.2913676186
846	0.2913183146
847	0.2912425263
848	0.2912018479
849	0.291113944
850	0.291035279
851	0.2909590229
852	0.2909229706
853	0.2908536656
854	0.2907975756
855	0.2906943962
856	0.2906489873
857	0.2905632827
858	0.2904688056
859	0.2904248391
860	0.2903633258
861	0.2902992231
862	0.29025656
863	0.2901668574
864	0.2901254711
865	0.2900703478
866	0.2900051729
867	0.289969051
868	0.2898743627
869	0.2897411071
870	0.2896759718
871	0.2896221678
872	0.2895883859
873	0.2894700116
874	0.2894192874
875	0.2893420346
876	0.2892512279
877	0.2891876722
878	0.2891426678
879	0.2891109506
880	0.2889594953
881	0.28888289
882	0.2888370399
883	0.2887869329
884	0.2887449021
885	0.2887130352
886	0.2886509929
887	0.2885795419
888	0.288565502
889	0.2885364573
890	0.2884715665
891	0.288436583
892	0.2883676581
893	0.2883069835
894	0.2882472876
895	0.2881999391
896	0.2881403857
897	0.2880988863
898	0.2880162826
899	0.2879418829
900	0.2878790619
901	0.2877789138
902	0.2877142059
903	0.2876621769
904	0.2875884904
905	0.2875398981
906	0.2874770421
907	0.2873910333
908	0.2873552079
909	0.2873107154
910	0.2872431033
911	0.2872136073
912	0.2871644129
913	0.2871124601
914	0.28706086
915	0.2870181078
916	0.2869545016
917	0.2868763505
918	0.2868096558
919	0.2867800998
920	0.2866979415
921	0.2866440931
922	0.2865819979
923	0.2865268621
924	0.2864680773
925	0.28640712
926	0.2863509821
927	0.2862523037
928	0.2861699693
929	0.2861417989
930	0.2860664549
931	0.2860073597
932	0.2859058194
933	0.2858348278
934	0.285771109
935	0.2857363426
936	0.285665356
937	0.2855792421
938	0.2855286585
939	0.2854446199
940	0.2853905865
941	0.2853478478
942	0.285296736
943	0.2851996246
944	0.2851146093
945	0.2850498935
946	0.2850078207
947	0.2849256032
948	0.2848504832
949	0.2847785445
950	0.284708857
951	0.2846461005
952	0.2845892317
953	0.2845211826
954	0.2844481073
955	0.2844108937
956	0.2843316813
957	0.2842795982
958	0.284178558
959	0.2841261838
960	0.2840450743
961	0.2839857018
962	0.2839667817
963	0.2839132895
964	0.2838670161
965	0.2838237341
966	0.2837432489
967	0.2836820342
968	0.2836201181
969	0.2835421135
970	0.283443789
971	0.2833756497
972	0.2833224948
973	0.2832641598
974	0.2832230539
975	0.283129413
976	0.2830692088
977	0.2830049964
978	0.2829760194
979	0.2828929744
980	0.2828286157
981	0.2827786109
982	0.2827028597
983	0.2826404636
984	0.2825577159
985	0.2824984838
986	0.2824439864
987	0.282405463
988	0.2823422036
989	0.2822738131
990	0.2822310938
991	0.2821742931
992	0.2821070352
993	0.2820459434
994	0.2819794377
995	0.2819144797
996	0.2818769997
997	0.2818209427
998	0.2817557484
999	0.2817054693
