modelo,accuracy_score,balanced_accuracy_score,average_precision_score,brier_score_loss,f1_score,log_loss,precision_score,recall_score,jaccard_score,roc_auc_score_macro,roc_auc_score_micro,roc_auc_score_weighted,roc_auc_score_samples,kaggle_score
Stacking_XGB_RF_city_gender_TDummies_SMOTE,0.8419908715496631,0.8419702439123937,0.7877663962855758,0.15800912845033688,0.843352725705667,5.45750712630654,0.8391938250428816,0.8475530532698138,0.7291356184798807,0.8419702439123938,0.8419702439123938,0.8419702439123938,0.8419702439123938,0.70526
Stacking_XGB_NN_city_gender_TDummies_SMOTE,0.8484914735461303,0.8484835796651233,0.7959272640210646,0.1515085264538697,0.8476588261156299,5.232978378924778,0.8504631671812969,0.8448729184925504,0.7355971003433804,0.8484835796651234,0.8484835796651234,0.8484835796651234,0.8484835796651234,0.71307
Stacking_XGB_SVC_city_gender_TDummies_SMOTE,0.8235679930039352,0.8236288091184825,0.7602861790290799,0.1764320069960647,0.8280417643298529,6.093827451309633,0.8058896723351306,0.8514460999123575,0.7065454545454546,0.8236288091184825,0.8236288091184825,0.8236288091184825,0.8236288091184825,0.7432300000000001
Stacking_XGB_LDA_city_gender_TDummies_SMOTE,0.8576738084827285,0.8576258081686405,0.8120005139445691,0.14232619151727152,0.8541993281075029,4.915820752509312,0.8735684837379752,0.8356704645048203,0.7455043002345583,0.8576258081686405,0.8576258081686405,0.8576258081686405,0.8576258081686405,0.7290399999999999
Stacking_XGB_LinearDisc_city_gender_TDummies_SMOTE,0.8576738084827285,0.8576258081686405,0.8120005139445691,0.14232619151727152,0.8541993281075029,4.915820752509312,0.8735684837379752,0.8356704645048203,0.7455043002345583,0.8576258081686405,0.8576258081686405,0.8576258081686405,0.8576258081686405,0.7290399999999999
Stacking_XGB_LinearSVC_gender_city_TDummies_SMOTE,0.8585483165719283,0.8584725975958751,0.816743040538434,0.1414516834280717,0.8531881098252779,4.885610893939138,0.8847058823529412,0.8238387379491674,0.7439651760981401,0.8584725975958751,0.8584725975958751,0.8584725975958751,0.8584725975958751,0.68009
Stacking_XGB_SVC_gender_city_TDummies_MinMax_SMOTE,0.8439003060778312,0.8439081635930639,0.7887210026781915,0.15609969392216874,0.8441728502837189,5.391556405471292,0.8408695652173913,0.8475021910604733,0.7303625377643505,0.8439081635930638,0.8439081635930638,0.8439081635930638,0.8439081635930638,0.75302
Stacking_XGB_SVC_city_TDummies_MinMax_SMOTE,0.8445561871447311,0.8445635698149108,0.7895498229778286,0.1554438128552689,0.8447937131630647,5.368902726332768,0.841670291431057,0.8479404031551271,0.7312925170068028,0.8445635698149108,0.8445635698149108,0.8445635698149108,0.8445635698149108,0.7548199999999999
Stacking_XGB_SVC_city_TDummies_MinMax_SMOTE4,0.8436816790555313,0.8436881015856701,0.7886139208415942,0.15631832094446876,0.8438523695129941,5.399107340494788,0.8410970831519373,0.8466257668711656,0.7298828862863619,0.8436881015856701,0.8436881015856701,0.8436881015856701,0.8436881015856701,0.75179
Stacking_XGB_SVC_city_TDummies_MinMax_SMOTE6,0.8476169654569304,0.8476281865972869,0.7927791791191557,0.15238303454306953,0.8481150577467857,5.263186664172507,0.8435197225834417,0.8527607361963192,0.7362845251608021,0.8476281865972869,0.8476281865972869,0.8476281865972869,0.8476281865972869,0.75605
Stacking_XGB_SVC_city_TDummies_MinMax_SMOTE7,0.8406209007433318,0.8406196609630265,0.7857965862040409,0.15937909925666813,0.8402366863905326,5.504822703400627,0.8404208680403332,0.8400525854513584,0.7244897959183674,0.8406196609630265,0.8406196609630265,0.8406196609630265,0.8406196609630265,0.7518699999999999
Stacking_XGB_SVC_city_TDummies_MinMax_SMOTE8,0.8456493222562309,0.8456552762112779,0.7910025277312795,0.15435067774376912,0.8457841852337263,5.331146477892832,0.8432055749128919,0.8483786152497809,0.732778198334595,0.8456552762112778,0.8456552762112778,0.8456552762112778,0.8456552762112778,0.75548
Stacking_XGB_SVC_city_TDummies_MinMax_SMOTE9,0.8465238303454307,0.8465345682807861,0.7915298997312857,0.1534761696545693,0.8469921534437663,5.3009425629852345,0.8425845620121423,0.8514460999123575,0.734593572778828,0.8465345682807861,0.8465345682807861,0.8465345682807861,0.8465345682807861,0.75302
Stacking_XGB_SVC_city_NMediaModa_TDummies_MinMax_SMOTE6,0.8327503279405335,0.8327920687434708,0.7723620248666262,0.16724967205946656,0.8355899419729207,5.776673670793477,0.8199072121467735,0.8518843120070114,0.717607973421927,0.8327920687434708,0.8327920687434708,0.8327920687434708,0.8327920687434708,0.0
Stacking_XGB_SVC_city_NModa_TDummies_MinMax_SMOTE6,0.8384346305203323,0.838446763731028,0.7818317604446507,0.16156536947966768,0.8390328904378132,5.580337123230161,0.8341273278475531,0.8439964943032428,0.7227016885553471,0.838446763731028,0.838446763731028,0.838446763731028,0.838446763731028,0.72851
Stacking_XGB_SVC_city_NMedia_NumExp_TDummies_MinMax_SMOTE6,0.8325317009182335,0.8325461958142715,0.7747142281680198,0.1674682990817665,0.8333333333333334,5.784219885849635,0.827571305099395,0.8391761612620509,0.7142857142857143,0.8325461958142717,0.8325461958142717,0.8325461958142717,0.8325461958142717,0.7471300000000001
RF_city_TDummies_MinMax_SMOTE6,0.8648885002186271,0.8648859424925015,0.8153083296626839,0.135111499781373,0.8644736842105263,4.666639547106662,0.8652326602282704,0.8637160385626643,0.761297798377752,0.8648859424925014,0.8648859424925014,0.8648859424925014,0.8648859424925014,0.72165
XGB_city_TDummies_MinMax_KNeigh_SMOTE6,0.8664188893747267,0.8663996096623855,0.8192865742661256,0.13358111062527328,0.8649723756906078,4.613778107161228,0.8724921979491752,0.857581069237511,0.7620716510903427,0.8663996096623855,0.8663996096623855,0.8663996096623855,0.8663996096623855,0.0
Voting_XGB_SVC_city_TDummies_MinMax_KNeigh_SMOTE6,0.870354175776126,0.8703779330766772,0.8188633257194435,0.12964582422387408,0.8715059588299023,4.477864423383157,0.8619802828975568,0.8812445223488168,0.7722734254992321,0.8703779330766771,0.8703779330766771,0.8703779330766771,0.8703779330766771,0.0
StackingHyper_XGB_SVC_city_TDummies_MinMax_KNeigh_SMOTE6,0.8672933974639265,0.86729228517283,0.8181056699916053,0.13270660253607347,0.8669734823580978,4.583576639644105,0.8671635247698378,0.866783523225241,0.765183752417795,0.86729228517283,0.86729228517283,0.86729228517283,0.86729228517283,0.0
